key,fare_amount
2010-08-22 21:14:08.0000005,17.49
2010-08-22 21:14:08.0000003,5.02
2010-08-22 21:14:08.0000002,9.4
2012-08-06 08:58:08.0000002,5.06
2012-08-06 08:58:08.0000001,18.21
2013-11-04 08:34:12.0000003,5.15
2013-11-04 08:34:12.0000001,9.12
2013-11-04 08:34:12.0000002,9.04
2011-06-24 20:34:48.0000002,8.95
2011-06-24 20:34:48.0000001,18.62
2011-03-28 20:38:36.0000003,7.17
2011-03-28 20:38:36.0000004,4.59
2011-03-28 20:38:36.0000002,9.12
2011-08-14 20:36:28.0000004,6.74
2011-08-14 20:36:28.0000001,7.56
2011-08-14 20:36:28.0000003,21.78
2011-08-14 20:36:28.0000002,7.62
2015-02-21 15:52:44.0000004,16.68
2015-02-21 15:52:44.0000003,7.76
2015-02-21 15:52:44.0000002,14.75
2015-02-21 15:52:44.0000001,8.06
2013-01-29 11:29:52.0000001,9.06
2014-09-12 19:03:48.0000001,8.26
2013-11-09 18:52:40.0000004,7.47
2013-11-09 18:52:40.0000002,10.83
2013-04-25 16:10:04.0000001,50.26
2013-04-25 16:10:04.0000002,6.8
2013-09-07 14:37:52.0000001,6.92
2013-09-07 14:37:52.0000002,8.01
2013-09-07 14:37:52.0000003,5.48
2011-05-21 13:16:20.0000004,5.63
2011-05-21 13:16:20.0000001,6.41
2011-05-21 13:16:20.0000003,9.33
2011-11-25 16:36:24.0000002,6.38
2011-11-25 16:36:24.0000001,11.87
2015-01-31 20:54:04.0000001,5.36
2010-11-01 23:31:28.0000002,8.29
2010-11-01 23:31:28.0000001,10.0
2010-11-01 23:31:28.0000003,10.62
2011-03-24 15:57:04.0000003,4.86
2011-03-24 15:57:04.0000001,7.45
2010-05-10 10:37:04.0000005,6.19
2010-05-10 10:37:04.0000002,5.61
2010-05-10 10:37:04.0000003,9.09
2010-05-10 10:37:04.0000006,9.62
2012-06-09 16:53:44.0000002,7.82
2012-08-22 22:39:20.0000003,18.36
2012-08-22 22:39:20.0000001,5.9
2012-12-23 02:29:16.0000001,13.03
2012-06-30 15:55:12.0000004,11.85
2012-06-30 15:55:12.0000002,7.15
2012-06-30 15:55:12.0000003,12.74
2012-06-30 15:55:12.0000001,6.89
2011-10-02 23:36:00.00000056,13.01
2011-10-02 23:36:00.00000086,15.42
2011-10-02 23:36:00.00000081,15.96
2011-10-02 23:36:00.0000009,4.59
2011-10-02 23:36:00.00000041,13.3
2011-10-02 23:36:00.00000091,4.85
2011-10-02 23:36:00.0000008,12.97
2011-10-02 23:36:00.00000015,29.34
2011-10-02 23:36:00.00000014,10.72
2011-10-02 23:36:00.00000047,7.31
2011-10-02 23:36:00.00000076,7.39
2011-10-02 23:36:00.00000011,8.51
2011-10-02 23:36:00.00000075,6.03
2011-10-02 23:36:00.00000035,7.08
2011-10-02 23:36:00.00000099,6.41
2011-10-02 23:36:00.00000062,9.75
2011-10-02 23:36:00.00000085,8.6
2011-10-02 23:36:00.00000043,20.95
2011-10-02 23:36:00.00000071,11.07
2011-10-02 23:36:00.00000023,6.51
2011-10-02 23:36:00.00000092,5.93
2011-10-02 23:36:00.00000037,9.95
2011-10-02 23:36:00.00000083,10.21
2011-10-02 23:36:00.00000054,12.13
2011-10-02 23:36:00.00000073,11.28
2011-10-02 23:36:00.0000005,7.57
2011-10-02 23:36:00.00000095,5.37
2011-10-02 23:36:00.00000088,6.36
2011-10-02 23:36:00.00000030,9.14
2011-10-02 23:36:00.0000007,13.99
2011-10-02 23:36:00.00000013,10.06
2011-10-02 23:36:00.00000065,28.06
2011-10-02 23:36:00.00000089,48.83
2011-10-02 23:36:00.00000096,8.73
2011-10-02 23:36:00.00000039,9.35
2011-10-02 23:36:00.00000038,29.41
2011-10-02 23:36:00.00000067,17.8
2011-10-02 23:36:00.00000077,10.58
2011-10-02 23:36:00.00000020,18.3
2011-10-02 23:36:00.00000063,16.93
2011-10-02 23:36:00.00000012,9.13
2011-10-02 23:36:00.00000058,16.38
2011-10-02 23:36:00.00000026,10.67
2011-10-02 23:36:00.00000074,21.19
2011-10-02 23:36:00.00000059,13.3
2011-10-02 23:36:00.00000090,14.54
2011-10-02 23:36:00.0000004,34.35
2011-10-02 23:36:00.0000003,14.96
2011-10-02 23:36:00.00000021,17.97
2011-10-02 23:36:00.00000097,7.97
2011-10-02 23:36:00.00000036,18.62
2011-10-02 23:36:00.00000024,21.07
2011-10-02 23:36:00.00000082,50.28
2011-10-02 23:36:00.000000100,9.14
2011-10-02 23:36:00.00000040,4.86
2011-10-02 23:36:00.00000022,4.89
2013-03-21 12:47:28.0000006,10.11
2013-03-21 12:47:28.0000008,8.86
2013-03-21 12:47:28.0000003,10.86
2013-03-21 12:47:28.0000005,6.0
2013-03-21 12:47:28.0000002,6.96
2013-06-07 03:02:56.0000002,16.89
2013-06-07 03:02:56.0000001,7.33
2010-09-05 22:31:32.0000002,42.23
2013-07-12 23:33:24.0000001,8.94
2009-12-03 02:32:08.0000001,21.1
2009-10-15 03:50:36.0000001,6.16
2011-09-25 22:36:32.0000002,22.3
2011-09-25 22:36:32.0000001,11.42
2015-06-08 20:02:56.0000001,9.14
2014-07-16 08:03:32.0000002,9.88
2014-07-16 08:03:32.0000001,11.33
2011-12-15 13:14:32.0000002,8.74
2011-12-15 13:14:32.0000001,5.35
2011-10-11 22:13:48.0000002,14.55
2011-10-11 22:13:48.0000005,10.23
2011-10-11 22:13:48.0000003,8.23
2013-09-14 16:53:20.0000001,8.27
2013-09-14 16:53:20.0000002,9.71
2014-02-06 09:09:56.0000004,5.21
2014-02-06 09:09:56.0000003,5.38
2014-02-06 09:09:56.0000001,5.11
2009-06-10 16:55:00.00000081,31.23
2009-06-10 16:55:00.00000029,5.25
2009-06-10 16:55:00.000000109,8.32
2009-06-10 16:55:00.00000098,50.36
2009-06-10 16:55:00.00000054,11.91
2009-06-10 16:55:00.00000021,33.37
2009-06-10 16:55:00.00000012,8.27
2009-06-10 16:55:00.00000033,5.79
2009-06-10 16:55:00.00000024,8.73
2009-06-10 16:55:00.00000099,10.87
2009-06-10 16:55:00.0000009,7.38
2009-06-10 16:55:00.000000158,5.78
2009-06-10 16:55:00.000000141,4.93
2009-06-10 16:55:00.00000093,7.64
2009-06-10 16:55:00.000000161,10.45
2009-06-10 16:55:00.00000088,5.56
2009-06-10 16:55:00.0000003,8.36
2009-06-10 16:55:00.00000018,5.34
2009-06-10 16:55:00.00000047,7.32
2009-06-10 16:55:00.000000154,10.12
2009-06-10 16:55:00.000000131,9.7
2009-06-10 16:55:00.00000046,12.44
2009-06-10 16:55:00.0000004,6.15
2009-06-10 16:55:00.000000107,7.69
2009-06-10 16:55:00.000000114,7.42
2009-06-10 16:55:00.000000117,8.26
2009-06-10 16:55:00.000000162,10.57
2009-06-10 16:55:00.00000049,11.88
2009-06-10 16:55:00.00000069,8.3
2009-06-10 16:55:00.000000111,8.45
2009-06-10 16:55:00.00000083,4.75
2009-06-10 16:55:00.000000166,63.39
2009-06-10 16:55:00.000000135,10.19
2009-06-10 16:55:00.00000044,33.61
2009-06-10 16:55:00.00000085,7.64
2009-06-10 16:55:00.000000115,6.22
2009-06-10 16:55:00.000000108,5.96
2009-06-10 16:55:00.00000034,6.17
2009-06-10 16:55:00.00000060,15.36
2009-06-10 16:55:00.000000120,5.65
2009-06-10 16:55:00.000000174,33.86
2009-06-10 16:55:00.0000007,7.38
2009-06-10 16:55:00.000000159,8.58
2009-06-10 16:55:00.000000171,23.43
2009-06-10 16:55:00.000000145,11.2
2009-06-10 16:55:00.00000074,8.29
2009-06-10 16:55:00.000000138,11.79
2009-06-10 16:55:00.00000048,5.59
2009-06-10 16:55:00.000000101,5.34
2009-06-10 16:55:00.000000153,5.46
2009-06-10 16:55:00.0000002,8.66
2009-06-10 16:55:00.00000037,9.19
2009-06-10 16:55:00.000000151,9.72
2009-06-10 16:55:00.000000127,28.84
2009-06-10 16:55:00.000000144,30.07
2009-06-10 16:55:00.000000165,12.77
2009-06-10 16:55:00.0000008,5.25
2009-06-10 16:55:00.000000122,8.27
2009-06-10 16:55:00.00000055,30.82
2009-06-10 16:55:00.00000079,4.98
2009-06-10 16:55:00.00000016,17.13
2009-06-10 16:55:00.000000160,19.18
2009-06-10 16:55:00.000000139,4.94
2009-06-10 16:55:00.00000075,5.84
2009-06-10 16:55:00.00000017,7.1
2009-06-10 16:55:00.00000070,5.73
2009-06-10 16:55:00.000000118,11.04
2009-06-10 16:55:00.00000066,11.38
2009-06-10 16:55:00.000000164,5.64
2009-06-10 16:55:00.000000100,10.82
2009-06-10 16:55:00.00000082,8.56
2009-06-10 16:55:00.00000090,12.21
2009-06-10 16:55:00.000000125,12.3
2009-06-10 16:55:00.000000149,6.87
2009-06-10 16:55:00.00000068,12.64
2009-06-10 16:55:00.00000039,5.78
2009-06-10 16:55:00.000000124,4.72
2009-06-10 16:55:00.00000053,5.8
2009-06-10 16:55:00.00000045,8.37
2009-06-10 16:55:00.000000102,6.11
2009-06-10 16:55:00.000000140,7.18
2009-06-10 16:55:00.000000148,7.7
2009-06-10 16:55:00.000000147,6.3
2009-06-10 16:55:00.00000097,14.17
2009-06-10 16:55:00.00000094,7.44
2009-06-10 16:55:00.00000078,8.72
2009-06-10 16:55:00.00000035,6.26
2009-06-10 16:55:00.00000072,7.72
2009-06-10 16:55:00.00000031,5.56
2009-06-10 16:55:00.00000056,7.64
2009-06-10 16:55:00.000000128,19.05
2009-06-10 16:55:00.00000057,6.76
2009-06-10 16:55:00.00000030,8.25
2009-06-10 16:55:00.00000043,10.68
2009-06-10 16:55:00.000000146,7.93
2009-06-10 16:55:00.00000010,8.19
2009-06-10 16:55:00.00000067,10.78
2009-06-10 16:55:00.000000119,5.74
2009-06-10 16:55:00.00000076,17.7
2009-06-10 16:55:00.00000025,7.26
2009-06-10 16:55:00.00000071,17.83
2009-06-10 16:55:00.000000143,9.0
2013-06-26 11:19:36.0000002,4.6
2014-09-05 10:02:48.0000004,4.85
2014-09-05 10:02:48.0000002,7.55
2014-09-05 10:02:48.0000001,28.65
2014-09-05 10:02:48.0000003,7.64
2012-09-19 12:31:40.0000001,8.29
2012-09-19 12:31:40.0000002,5.74
2009-03-22 04:31:40.0000002,21.14
2009-08-27 02:31:44.0000001,21.17
2009-05-02 20:11:32.0000001,11.35
2009-05-02 20:11:32.0000004,9.05
2011-02-20 02:31:16.0000002,8.16
2011-02-20 02:31:16.0000001,21.15
2011-06-24 12:03:00.00000010,5.95
2011-06-24 12:03:00.00000067,11.17
2011-06-24 12:03:00.00000071,11.78
2011-06-24 12:03:00.000000100,6.54
2011-06-24 12:03:00.000000145,9.79
2011-06-24 12:03:00.000000152,8.76
2011-06-24 12:03:00.00000026,12.61
2011-06-24 12:03:00.000000199,5.17
2011-06-24 12:03:00.000000195,5.56
2011-06-24 12:03:00.000000119,5.92
2011-06-24 12:03:00.00000086,9.73
2011-06-24 12:03:00.00000012,6.86
2011-06-24 12:03:00.00000097,19.43
2011-06-24 12:03:00.00000058,5.06
2011-06-24 12:03:00.000000176,4.95
2011-06-24 12:03:00.000000139,4.57
2011-06-24 12:03:00.00000048,7.33
2011-06-24 12:03:00.000000159,6.69
2011-06-24 12:03:00.00000079,6.33
2011-06-24 12:03:00.000000138,7.16
2011-06-24 12:03:00.000000135,11.36
2011-06-24 12:03:00.000000173,9.78
2011-06-24 12:03:00.000000162,11.77
2011-06-24 12:03:00.00000018,9.69
2011-06-24 12:03:00.000000136,6.44
2011-06-24 12:03:00.000000185,7.55
2011-06-24 12:03:00.00000069,6.23
2011-06-24 12:03:00.000000105,7.33
2011-06-24 12:03:00.000000180,6.16
2011-06-24 12:03:00.00000053,9.34
2011-06-24 12:03:00.000000142,7.13
2011-06-24 12:03:00.000000188,9.93
2011-06-24 12:03:00.00000089,4.6
2011-06-24 12:03:00.000000109,6.92
2011-06-24 12:03:00.00000074,6.62
2011-06-24 12:03:00.000000113,10.13
2011-06-24 12:03:00.00000044,5.72
2011-06-24 12:03:00.000000183,5.71
2011-06-24 12:03:00.00000047,9.7
2011-06-24 12:03:00.0000006,9.21
2011-06-24 12:03:00.0000005,8.41
2011-06-24 12:03:00.000000200,9.94
2011-06-24 12:03:00.000000127,8.77
2011-06-24 12:03:00.000000120,11.0
2011-06-24 12:03:00.000000133,5.69
2011-06-24 12:03:00.00000073,6.05
2011-06-24 12:03:00.000000101,4.97
2011-06-24 12:03:00.000000187,10.21
2011-06-24 12:03:00.000000122,8.96
2011-06-24 12:03:00.000000175,6.36
2011-06-24 12:03:00.000000154,10.68
2011-06-24 12:03:00.000000197,8.41
2011-06-24 12:03:00.00000017,8.44
2011-06-24 12:03:00.000000186,10.07
2011-06-24 12:03:00.00000020,9.23
2011-06-24 12:03:00.00000035,10.87
2011-06-24 12:03:00.000000193,8.59
2011-06-24 12:03:00.000000201,7.84
2011-06-24 12:03:00.00000054,26.9
2011-06-24 12:03:00.00000075,7.87
2011-06-24 12:03:00.000000114,8.21
2011-06-24 12:03:00.00000062,27.33
2011-06-24 12:03:00.00000055,28.14
2011-06-24 12:03:00.00000025,6.11
2011-06-24 12:03:00.00000022,5.7
2011-06-24 12:03:00.000000144,13.12
2011-06-24 12:03:00.000000177,5.92
2011-06-24 12:03:00.000000124,6.27
2011-06-24 12:03:00.00000094,4.69
2011-06-24 12:03:00.00000041,6.35
2011-06-24 12:03:00.000000141,6.58
2011-06-24 12:03:00.00000092,8.22
2011-06-24 12:03:00.000000189,17.79
2011-06-24 12:03:00.000000171,11.47
2011-06-24 12:03:00.000000157,6.91
2011-06-24 12:03:00.000000179,8.6
2011-06-24 12:03:00.000000107,11.46
2011-06-24 12:03:00.00000095,15.72
2011-06-24 12:03:00.00000076,12.18
2011-06-24 12:03:00.000000156,7.51
2011-06-24 12:03:00.000000111,31.37
2011-06-24 12:03:00.000000116,8.85
2011-06-24 12:03:00.00000033,10.46
2011-06-24 12:03:00.00000082,5.0
2011-06-24 12:03:00.00000078,6.08
2011-06-24 12:03:00.00000051,9.64
2011-06-24 12:03:00.000000143,10.74
2011-06-24 12:03:00.000000126,13.14
2011-06-24 12:03:00.00000088,9.47
2011-06-24 12:03:00.000000191,17.21
2011-06-24 12:03:00.00000063,13.91
2011-06-24 12:03:00.00000045,13.84
2011-06-24 12:03:00.00000060,7.14
2011-06-24 12:03:00.00000040,33.77
2011-06-24 12:03:00.00000057,9.01
2011-06-24 12:03:00.00000013,5.7
2011-06-24 12:03:00.00000068,31.25
2011-06-24 12:03:00.000000165,4.67
2011-06-24 12:03:00.00000056,5.58
2011-06-24 12:03:00.000000150,7.71
2011-06-24 12:03:00.00000052,5.31
2011-06-24 12:03:00.00000085,50.55
2011-06-24 12:03:00.000000190,7.28
2011-06-24 12:03:00.00000072,7.03
2011-06-24 12:03:00.000000137,5.21
2011-06-24 12:03:00.000000102,6.25
2011-06-24 12:03:00.000000106,8.08
2011-06-24 12:03:00.000000118,5.62
2011-06-24 12:03:00.00000046,12.95
2011-06-24 12:03:00.000000110,11.92
2011-06-24 12:03:00.000000181,5.6
2011-06-24 12:03:00.000000194,5.43
2011-06-24 12:03:00.00000061,9.74
2011-06-24 12:03:00.0000001,9.29
2011-06-24 12:03:00.00000087,9.23
2011-06-24 12:03:00.00000066,5.66
2011-06-24 12:03:00.000000146,6.97
2011-06-24 12:03:00.000000149,50.35
2011-06-24 12:03:00.00000038,10.61
2011-06-24 12:03:00.000000196,7.88
2011-06-24 12:03:00.00000093,7.83
2011-06-24 12:03:00.000000170,5.69
2011-06-24 12:03:00.000000168,8.91
2011-06-24 12:03:00.0000002,12.47
2011-06-24 12:03:00.00000042,13.01
2014-06-15 07:06:00.0000006,4.92
2014-06-15 07:06:00.00000037,8.03
2014-06-15 07:06:00.00000025,6.4
2014-06-15 07:06:00.0000008,9.97
2014-06-15 07:06:00.00000036,43.01
2014-06-15 07:06:00.00000042,20.45
2014-06-15 07:06:00.00000033,4.98
2014-06-15 07:06:00.00000013,9.89
2014-06-15 07:06:00.00000035,50.09
2014-06-15 07:06:00.00000030,9.5
2014-06-15 07:06:00.00000024,7.23
2014-06-15 07:06:00.00000031,9.39
2014-06-15 07:06:00.0000009,13.15
2014-06-15 07:06:00.00000039,50.11
2014-06-15 07:06:00.00000010,5.85
2014-06-15 07:06:00.00000019,13.96
2014-06-15 07:06:00.00000041,7.0
2014-06-15 07:06:00.00000028,15.47
2014-06-15 07:06:00.00000014,48.98
2014-06-15 07:06:00.0000003,13.18
2014-06-15 07:06:00.00000017,50.22
2014-06-15 07:06:00.00000015,16.26
2014-06-15 07:06:00.00000026,6.07
2014-06-15 07:06:00.0000002,13.08
2014-06-15 07:06:00.00000040,5.14
2014-06-15 07:06:00.00000016,5.89
2014-06-06 16:22:20.0000003,5.03
2014-06-06 16:22:20.0000002,7.22
2015-05-30 21:29:04.0000004,12.09
2015-05-30 21:29:04.0000007,13.77
2015-05-30 21:29:04.0000003,10.03
2015-05-30 21:29:04.0000001,7.14
2009-10-26 12:01:36.0000001,10.03
2009-10-26 12:01:36.0000002,8.03
2009-10-26 12:01:36.0000005,6.47
2009-10-26 12:01:36.0000003,6.85
2013-02-02 15:45:08.0000003,7.06
2013-02-02 15:45:08.0000001,9.32
2013-02-02 15:45:08.0000002,8.76
2015-04-15 06:47:04.0000001,8.72
2015-04-15 06:47:04.0000002,11.22
2010-12-14 23:27:36.0000001,6.22
2009-03-05 11:03:04.0000002,4.98
2009-03-05 11:03:04.0000001,13.25
2013-07-18 12:23:40.0000003,4.87
2013-07-18 12:23:40.0000002,5.05
2013-07-18 12:23:40.0000001,6.94
2014-04-14 13:48:32.0000004,8.12
2014-04-14 13:48:32.0000003,5.04
2014-08-18 05:33:08.0000001,8.15
2012-01-28 03:14:28.0000001,31.55
2009-09-14 02:19:00.00000014,11.35
2009-09-14 02:19:00.00000035,11.37
2009-09-14 02:19:00.00000040,7.64
2009-09-14 02:19:00.00000031,5.59
2009-09-14 02:19:00.0000003,4.87
2009-09-14 02:19:00.00000025,9.81
2009-09-14 02:19:00.0000008,8.62
2009-09-14 02:19:00.00000024,11.26
2009-09-14 02:19:00.00000021,8.36
2009-09-14 02:19:00.00000036,11.69
2009-09-14 02:19:00.0000009,48.35
2009-09-14 02:19:00.0000001,9.81
2009-09-14 02:19:00.00000018,5.03
2009-09-14 02:19:00.00000039,7.93
2009-09-14 02:19:00.0000002,13.45
2009-09-14 02:19:00.00000038,10.99
2009-09-14 02:19:00.00000020,20.13
2009-09-14 02:19:00.00000028,7.57
2009-09-14 02:19:00.00000026,22.26
2009-09-14 02:19:00.00000017,8.94
2009-09-14 02:19:00.00000030,8.05
2009-09-14 02:19:00.00000016,6.09
2009-09-14 02:19:00.0000006,8.56
2009-09-14 02:19:00.0000007,9.85
2011-08-14 14:17:28.0000003,8.06
2011-08-14 14:17:28.0000001,5.8
2011-08-14 14:17:28.0000004,6.64
2011-08-14 14:17:28.0000002,6.12
2011-08-14 14:17:28.0000005,13.23
2014-03-17 16:07:56.0000002,49.94
2010-11-03 21:09:56.0000002,5.82
2010-11-03 21:09:56.0000001,12.95
2012-12-11 23:37:08.0000002,9.31
2012-12-11 23:37:08.0000005,8.58
2012-12-11 23:37:08.0000004,7.34
2012-12-11 23:37:08.0000006,9.04
2012-12-11 23:37:08.0000003,5.03
2012-12-11 23:37:08.0000001,15.16
2015-06-24 14:19:52.0000001,9.78
2015-06-24 14:19:52.0000002,45.65
2015-06-24 14:19:52.0000004,6.46
2010-08-21 22:21:32.0000004,14.16
2011-02-19 10:20:28.0000003,5.03
2011-02-19 10:20:28.0000002,12.53
2011-02-19 10:20:28.0000001,7.56
2011-02-19 10:20:28.0000004,8.33
2011-10-02 22:31:44.0000004,10.57
2011-10-02 22:31:44.0000002,21.33
2011-10-02 22:31:44.0000003,17.19
2012-01-26 11:17:36.0000002,5.11
2012-05-06 23:37:24.0000002,21.7
2012-05-06 23:37:24.0000001,23.07
2013-06-12 20:03:36.0000001,7.33
2013-06-12 20:03:36.0000002,49.8
2015-02-27 14:15:52.0000003,71.6
2013-12-21 17:20:32.0000001,8.82
2009-06-29 08:09:40.0000002,10.04
2009-06-29 08:09:40.0000001,12.95
2014-09-14 17:22:12.0000002,6.16
2014-09-14 17:22:12.0000001,9.05
2014-09-14 17:22:12.0000003,12.6
2014-09-14 17:22:12.0000005,6.74
2014-08-20 14:37:56.0000001,11.99
2011-07-20 16:34:48.0000001,5.05
2011-07-20 16:34:48.0000003,6.68
2009-10-05 10:11:32.0000001,7.69
2009-10-05 10:11:32.0000002,14.25
2011-02-16 08:44:04.0000001,15.12
2011-02-16 08:44:04.0000007,8.63
2011-02-16 08:44:04.0000004,9.19
2011-02-16 08:44:04.0000003,6.06
2011-02-16 08:44:04.0000002,5.12
2011-02-16 08:44:04.0000006,17.66
2011-02-16 08:44:04.0000005,6.86
2009-01-01 11:04:24.0000002,5.47
2014-04-28 19:46:36.0000003,7.13
